0,0,0.444745,1.44578,-1.88306,-1.722,0.639913
0,0,0.444745,1.44578,-1.88306,-1.722,0.639913
0,0,0.444745,1.44578,-1.88306,-1.722,0.639913
0,0,0.444745,1.44578,-1.88306,-1.722,0.639913
0,0,0.444745,1.44578,-1.88306,-1.722,0.639913
0,0,0.444745,1.44578,-1.88306,-1.722,0.639913
0,0,0.444745,1.44578,-1.88306,-1.722,0.639913
0,0,0.444745,1.44578,-1.88306,-1.722,0.639913
0,0,0.444745,1.44578,-1.88306,-1.722,0.639913
0,0,0.444745,1.44578,-1.88306,-1.722,0.639913
0,0,0.444745,1.44578,-1.88306,-1.722,0.639913
0.000185613,-0.000238839,0.447648,1.43793,-1.87913,-1.72359,0.644963
0.000557461,-0.000716429,0.453547,1.42213,-1.87125,-1.72677,0.655002
0.00111672,-0.00143237,0.462662,1.39811,-1.85937,-1.73151,0.669892
0.00186516,-0.00238585,0.475348,1.36546,-1.84339,-1.73778,0.689422
0.00280513,-0.00357545,0.492109,1.32355,-1.82315,-1.74558,0.713327
0.00393964,-0.00499884,0.51362,1.27153,-1.79842,-1.75488,0.741296
0.00527227,-0.00665227,0.540776,1.20824,-1.76882,-1.76572,0.772996
0.00680702,-0.00852968,0.57475,1.13207,-1.73382,-1.77818,0.808086
0.00854785,-0.0106212,0.617123,1.04078,-1.6926,-1.79241,0.846233
0.0104974,-0.0129106,0.670081,0.931188,-1.64388,-1.80873,0.887119
0.0126398,-0.0153797,0.734887,0.801263,-1.58474,-1.82766,0.924409
0.0149648,-0.017987,0.815911,0.644306,-1.51209,-1.85035,0.958236
0.0174314,-0.0206515,0.920013,0.449654,-1.42061,-1.87872,0.988401
0.0199054,-0.0232079,1.05803,0.200274,-1.30064,-1.91641,1.01362
0.0219704,-0.0253277,1.24319,-0.125076,-1.1356,-1.97043,1.02885
0.0226539,-0.0266477,1.46468,-0.51187,-0.912982,-2.04886,1.01943
0.0214036,-0.0275106,1.66598,-0.876951,-0.652756,-2.14549,0.970634
0.0187255,-0.0284133,1.83087,-1.20315,-0.360185,-2.25008,0.878636
0.0149791,-0.0295683,1.95497,-1.49774,-0.020106,-2.35667,0.730725
0.0104457,-0.0309972,2.01825,-1.75029,0.384242,-2.45357,0.496507
0.005725,-0.0323461,1.99381,-1.92745,0.840161,-2.50456,0.111189
0.00147692,-0.0331868,1.90272,-2.02117,1.26365,-2.46782,-0.425375
-0.00231854,-0.033665,1.79547,-2.06346,1.56951,-2.42516,-0.772495
-0.00612849,-0.0340242,1.67262,-2.08016,1.83467,-2.37697,-1.04465
-0.0101161,-0.0342897,1.5348,-2.07808,2.07669,-2.32029,-1.27199
-0.0143868,-0.03442,1.38233,-2.06026,2.30177,-2.25274,-1.4651
-0.0190148,-0.0343258,1.21504,-2.02793,2.51204,-2.17223,-1.62779
