0,0,0.444745,-0.0215114,0.045136,1.89052,-0.116443,0.0137051,0.00746914,-0.11719,0.113702,-1.71453,-0.0182215,0.0993787,-1.07461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.444745,-0.0215114,0.045136,1.89052,-0.116443,0.0137051,0.00746914,-0.11719,0.113702,-1.71453,-0.0182215,0.0993787,-1.07461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.58039e-05,-7.67193e-05,0.446274,-0.0214946,0.0450264,1.88862,-0.116486,0.0137759,0.00705297,-0.117191,0.113773,-1.71562,-0.0182384,0.0993412,-1.07357,0.00443076,-0.010624,0.153202,-0.0109501,0.0018419,-0.190084,-0.00421786,0.00710902,-0.0416133,-0.00701863,-0.00113146,-0.10964,0.00248217,-0.00326882,0.104267
0.000354555,-0.000322961,0.450567,-0.0214192,0.0446871,1.88284,-0.11659,0.0139865,0.00651382,-0.117241,0.113984,-1.71809,-0.0183241,0.0993085,-1.07258,0.0086016,-0.0220468,0.259544,-0.0224398,0.00128949,-0.36722,-0.00552585,0.0132329,-0.00760294,-0.0123466,-0.00673656,-0.124517,-0.00396872,-0.00544441,-0.0169109
0.000788348,-0.000733216,0.456327,-0.0212444,0.0441506,1.87395,-0.116684,0.0142977,0.00751703,-0.117436,0.114295,-1.71965,-0.0185419,0.0994646,-1.07662,0.0119847,-0.032713,0.307148,-0.0328446,-0.00165806,-0.504964,-0.00355667,0.0173691,0.103676,-0.0149887,-0.0164593,-0.0310745,-0.0193778,-0.00604777,-0.37197
0.00136948,-0.0012985,0.462463,-0.0209382,0.0434493,1.8627,-0.116708,0.0146718,0.0115112,-0.117859,0.114665,-1.71821,-0.0189436,0.0999773,-1.09014,0.0146707,-0.0426811,0.302704,-0.0421407,-0.00678667,-0.606526,0.00139879,0.0196671,0.283653,-0.0151516,-0.0297391,0.165988,-0.0431654,-0.00540787,-0.944653
0.0020825,-0.00201118,0.467992,-0.0204723,0.0426126,1.84979,-0.116606,0.0150739,0.0197575,-0.118581,0.115054,-1.71163,-0.0195713,0.101018,-1.11751,0.0167771,-0.0520269,0.251784,-0.0503136,-0.0138879,-0.674558,0.00902961,0.0201295,0.521448,-0.0129764,-0.0457792,0.475294,-0.0757638,-0.00406501,-1.73819
0.0029137,-0.00286451,0.472057,-0.0198223,0.0416672,1.83587,-0.116329,0.0154688,0.0332351,-0.119652,0.115414,-1.69739,-0.0204527,0.102788,-1.16344,0.0184377,-0.060777,0.161173,-0.0573469,-0.0226475,-0.709984,0.0189049,0.01849,0.799421,-0.00854014,-0.0632019,0.924215,-0.119074,-0.00302122,-2.78437
0.00385039,-0.00385153,0.473978,-0.0189711,0.0406364,1.82162,-0.115842,0.0158163,0.0524069,-0.12108,0.115679,-1.6722,-0.0215939,0.105556,-1.23369,0.0197894,-0.0688801,0.0425115,-0.063263,-0.0324695,-0.711164,0.0302844,0.0140996,1.08261,-0.00198691,-0.0792164,1.56258,-0.176907,-0.0045328,-4.15395
0.00487981,-0.00496353,0.473442,-0.0179178,0.0395367,1.80774,-0.115124,0.0160632,0.0766024,-0.122776,0.11577,-1.63161,-0.0229613,0.109692,-1.33577,0.0209428,-0.0762004,-0.0785727,-0.0682521,-0.0420327,-0.67579,0.041601,0.00604645,1.29024,0.00598588,-0.0874268,2.44518,-0.253658,-0.014088,-5.9385
